id,name,now_cost,position,team,news,corners_and_indirect_freekicks_order,yellow_cards,ict_index_rank_type,red_cards,expected_assists,influence_rank,now_cost_rank,selected_rank,form_rank_type,creativity_rank,expected_goals_per_90,expected_assists_per_90,threat_rank,bps,ict_index,now_cost_rank_type,web_name,influence_rank_type,saves,clean_sheets_per_90,influence,creativity,goals_conceded_per_90,ep_next,saves_per_90,direct_freekicks_order,minutes,selected_rank_type,expected_goals_conceded,news_added,value_season,expected_goals,bonus,chance_of_playing_next_round,own_goals,threat,goals_scored,expected_goals_conceded_per_90,total_points,goals_conceded,expected_goal_involvements,points_per_game_rank,assists,threat_rank_type,starts,points_per_game_rank_type,status,clean_sheets,expected_goal_involvements_per_90,penalties_missed,penalties_saved,selected_by_percent,starts_per_90,points_per_game,creativity_rank_type,ict_index_rank,penalties_order,form_rank
325,Carlos Mendes Gomes,45,MID,Luton,Permanent transfer to Bolton Wanderers,,0,210,0,0.00,539,480,535,41,538,0.0,0.0,531,0,0.0,237,Mendes,209,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,200,0.00,2023-07-26T11:29:40.140241Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,544,0,209,0,213,u,0,0.0,0,0,0.0,0.0,0.0,211,541,,286
326,Carlton Morris,55,FWD,Luton,,,0,70,0,0.00,625,103,141,44,625,0.0,0.0,625,0,0.0,30,Morris,70,0,0.0,0.0,0.0,0.0,1.3,0.0,,0,27,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,625,0,70,0,70,a,0,0.0,0,0,1.5,0.0,0.0,70,625,1.0,516
327,Admiral Muskwe,45,FWD,Luton,,,0,45,0,0.00,492,378,298,2,492,0.0,0.0,482,0,0.0,62,Muskwe,43,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,51,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,500,0,45,0,45,a,0,0.0,0,0,0.3,0.0,0.0,43,495,,184
328,Chiedozie Ogbene,50,FWD,Luton,,,0,65,0,0.00,610,258,353,30,610,0.0,0.0,608,0,0.0,50,Ogbene,64,0,0.0,0.0,0.0,0.0,0.9,0.0,,0,56,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,611,0,65,0,65,a,0,0.0,0,0,0.2,0.0,0.0,64,611,,449
329,Fred Onyedinma,50,MID,Luton,Season long loan to Rotherham,,0,247,0,0.00,587,211,627,121,586,0.0,0.0,584,0,0.0,137,Onyedinma,247,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,261,0.00,2023-07-31T07:05:08.472622Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,588,0,247,0,247,u,0,0.0,0,0,0.0,0.0,0.0,247,588,,402
330,Gabriel Osho,45,DEF,Luton,Knee injury - Expected back 25 Aug,,0,194,0,0.00,496,391,548,122,496,0.0,0.0,486,0,0.0,93,Osho,194,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,200,0.00,2023-08-04T11:00:04.319102Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,504,0,192,0,194,i,0,0.0,0,0,0.0,0.0,0.0,194,499,,197
331,Aribim Pepple,45,FWD,Luton,,,0,57,0,0.00,556,509,291,19,554,0.0,0.0,550,0,0.0,79,Pepple,56,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,50,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,560,0,57,0,57,a,0,0.0,0,0,0.3,0.0,0.0,56,558,,315
332,Dion Pereira,45,MID,Luton,,,0,201,0,0.00,521,448,302,27,521,0.0,0.0,512,0,0.0,223,Pereira,200,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,90,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,528,0,199,0,205,a,0,0.0,0,0,0.3,0.0,0.0,203,524,,254
333,Dan Potts,40,DEF,Luton,Ankle injury - Unknown return date,,0,143,0,0.00,405,557,369,9,393,0.0,0.0,375,0,0.0,159,Potts,143,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,140,0.00,2023-08-06T23:30:05.828555Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,414,0,137,0,144,i,0,0.0,0,0,0.2,0.0,0.0,142,408,,24
334,Glen Rea,45,MID,Luton,,,0,191,0,0.00,490,367,485,12,489,0.0,0.0,479,0,0.0,208,Rea,190,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,168,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,498,0,189,0,196,a,0,0.0,0,0,0.1,0.0,0.0,193,493,,173
335,James Shea,45,GKP,Luton,,,0,64,0,0.00,474,322,301,50,471,0.0,0.0,457,0,0.0,17,Shea,64,0,0.0,0.0,0.0,0.0,1.8,0.0,,0,49,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,483,0,51,0,64,a,0,0.0,0,0,0.3,0.0,0.0,59,477,,128
336,Joe Taylor,45,FWD,Luton,,,0,50,0,0.00,519,445,215,9,519,0.0,0.0,510,0,0.0,69,Taylor,48,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,42,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,526,0,50,0,50,a,0,0.0,0,0,0.6,0.0,0.0,48,522,,251
337,Elliot Thorpe,45,MID,Luton,Joined Shrewsbury Town on a season-long loan - Unknown return date,,0,198,0,0.00,513,436,607,23,513,0.0,0.0,504,0,0.0,219,Thorpe,197,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,250,0.00,2023-07-13T12:00:04.224388Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,520,0,196,0,202,n,0,0.0,0,0,0.0,0.0,0.0,200,516,,242
338,Jack Walton,40,GKP,Luton,Joined Dundee United on a season-long loan - Expected back 01 Jul,,0,48,0,0.00,424,585,573,28,415,0.0,0.0,399,0,0.0,57,Walton,48,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,69,0.00,2023-07-11T09:00:04.234257Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,433,0,29,0,48,u,0,0.0,0,0,0.0,0.0,0.0,38,427,,52
339,Louie Watson,45,MID,Luton,,,0,196,0,0.00,507,425,253,21,507,0.0,0.0,498,0,0.0,217,Watson,195,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,79,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,514,0,194,0,200,a,0,0.0,0,0,0.4,0.0,0.0,198,510,,231
340,Cauley Woodrow,45,FWD,Luton,,,0,44,0,0.00,479,334,194,1,476,0.0,0.0,463,0,0.0,61,Woodrow,42,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,38,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,488,0,44,0,44,a,0,0.0,0,0,0.8,0.0,0.0,42,482,3.0,140
553,Ryan Giles,45,DEF,Luton,,3.0,0,202,0,0.00,512,435,355,153,512,0.0,0.0,503,0,0.0,124,Giles,202,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,133,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,519,0,200,0,202,a,0,0.0,0,0,0.2,0.0,0.0,202,515,,241
575,Tom Lockyer,45,DEF,Luton,,,0,188,0,0.00,481,342,324,90,479,0.0,0.0,466,0,0.0,61,Lockyer,188,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,121,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,490,0,186,0,189,a,0,0.0,0,0,0.2,0.0,0.0,188,484,,148
582,Pelly Ruddock Mpanzu,50,MID,Luton,,,0,244,0,0.00,584,182,502,101,582,0.0,0.0,578,0,0.0,117,Mpanzu,244,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,173,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,585,0,243,0,244,a,0,0.0,0,0,0.1,0.0,0.0,244,585,,373
586,Tahith Chong,50,MID,Luton,,,0,259,0,0.00,607,251,397,146,606,0.0,0.0,604,0,0.0,162,Chong,259,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,130,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,608,0,259,0,259,a,0,0.0,0,0,0.2,0.0,0.0,259,608,,442
602,Issa Kaboré,40,DEF,Luton,,,0,175,0,0.00,458,627,65,54,451,0.0,0.0,436,0,0.0,204,Kaboré,175,0,0.0,0.0,0.0,0.0,0.5,0.0,,0,22,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,467,0,173,0,176,a,0,0.0,0,0,6.2,0.0,0.0,175,461,,94
614,Thomas Kaminski,45,GKP,Luton,,,0,63,0,0.00,473,313,422,48,469,0.0,0.0,455,0,0.0,15,Kaminski,63,0,0.0,0.0,0.0,0.0,1.8,0.0,,0,60,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,482,0,49,0,63,a,0,0.0,0,0,0.1,0.0,0.0,57,476,,119
630,Ross Barkley,50,MID,Luton,,,0,242,0,0.00,582,174,481,95,580,0.0,0.0,575,0,0.0,111,Barkley,242,0,0.0,0.0,0.0,0.0,1.1,0.0,,0,166,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,583,0,241,0,242,a,0,0.0,0,0,0.1,0.0,0.0,242,583,,365
631,Jacob Brown,50,FWD,Luton,,,0,66,0,0.00,611,262,604,33,611,0.0,0.0,609,0,0.0,53,Brown,65,0,0.0,0.0,0.0,0.0,0.9,0.0,,0,79,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,612,0,66,0,66,a,0,0.0,0,0,0.0,0.0,0.0,65,612,,453
341,Manuel Akanji,50,DEF,Man City,,,2,54,0,0.99,155,240,79,195,186,0.04,0.04,159,460,71.4,27,Akanji,58,0,0.28,385.6,146.5,0.91,3.8,0.0,,2284,25,21.70,,16.4,1.14,5,,0,180.0,0,0.86,82,23,2.13,168,1,26,24,60,a,7,0.08,0,0,4.4,0.95,2.8,50,182,,431
342,Nathan Aké,50,DEF,Man City,,,2,51,0,1.30,144,193,99,189,168,0.07,0.06,179,419,73.3,21,Aké,52,0,0.43,405.2,175.9,0.72,3.8,0.0,,1871,31,16.48,2023-08-06T23:30:05.855914Z,18.4,1.55,9,100.0,0,150.0,1,0.79,92,15,2.85,95,0,35,22,25,a,9,0.13,0,0,3.1,1.06,3.5,43,175,,384
343,Julián Álvarez,65,FWD,Man City,,,0,12,0,1.63,127,55,84,67,112,0.42,0.1,47,393,129.0,19,J.Alvarez,11,0,0.31,434.2,286.5,0.99,3.7,0.0,,1448,16,17.14,,15.8,6.79,14,,0,569.0,9,1.07,103,16,8.42,113,3,15,13,15,a,5,0.52,0,0,4.3,0.81,3.3,9,76,3.0,601
344,Bernardo Veiga de Carvalho e Silva,65,MID,Man City,,,5,51,0,3.83,104,47,74,242,51,0.09,0.16,73,427,143.1,27,Bernardo,48,0,0.29,492.0,515.0,0.98,3.8,0.0,,2196,24,23.24,,16.3,2.09,9,,0,424.0,4,0.95,106,24,5.92,132,6,52,24,56,a,7,0.25,0,0,4.7,0.98,3.1,43,69,,593
345,Oscar Bobb,45,MID,Man City,,,0,215,0,0.00,545,492,554,49,544,0.0,0.0,538,0,0.0,245,Bobb,214,0,0.0,0.0,0.0,0.0,2.5,0.0,,0,213,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,550,0,215,0,218,a,0,0.0,0,0,0.0,0.0,0.0,216,547,,298
346,João Cancelo,60,DEF,Man City,,,3,37,1,1.53,208,64,83,211,118,0.06,0.11,115,304,81.2,5,Cancelo,78,0,0.42,277.0,266.4,1.13,4.4,0.0,,1273,27,13.34,,12.2,0.83,10,,0,276.0,2,0.94,73,16,2.36,29,2,12,16,3,a,6,0.17,0,0,4.3,1.13,4.3,25,152,,569
347,Scott Carson,40,GKP,Man City,,,0,31,0,0.00,393,535,471,2,375,0.0,0.0,357,0,0.0,31,Carson,31,0,0.0,0.0,0.0,0.0,2.5,0.0,,0,63,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,402,0,3,0,31,a,0,0.0,0,0,0.1,0.0,0.0,12,396,,2
348,Shea Charles,45,MID,Man City,Permanent Transfer to Southampton,,0,171,0,0.00,366,484,641,44,361,0.0,0.0,534,3,1.5,240,Charles,165,0,0.0,13.8,0.9,3.33,0.0,0.0,,27,273,0.05,2023-07-11T09:00:10.230763Z,0.2,0.00,0,0.0,0,0.0,0,0.17,1,1,0.00,376,0,212,1,171,u,0,0.0,0,0,0.0,3.33,1.0,177,375,,290
349,Kevin De Bruyne,105,MID,Man City,,2.0,1,6,0,13.69,15,4,24,272,3,0.2,0.51,42,742,297.6,2,De Bruyne,6,0,0.37,897.8,1476.7,0.86,4.9,0.0,1.0,2413,8,19.88,2023-07-05T16:30:03.808825Z,17.4,5.34,26,100.0,0,598.0,7,0.74,183,23,19.03,7,18,29,28,4,a,10,0.71,0,0,15.4,1.04,5.7,2,8,4.0,638
350,Rúben Gato Alves Dias,55,DEF,Man City,,,3,63,0,0.34,135,106,54,206,253,0.06,0.02,198,432,62.5,8,Rúben,48,0,0.41,416.8,83.7,0.72,4.1,0.0,,1997,20,17.36,,14.5,1.36,1,,0,124.0,0,0.78,80,16,1.70,128,0,52,22,39,a,9,0.08,0,0,7.2,0.99,3.1,86,198,,519
351,Tommy Doyle,45,MID,Man City,,,0,194,0,0.00,504,418,586,19,504,0.0,0.0,495,0,0.0,215,Doyle,193,0,0.0,0.0,0.0,0.0,2.5,0.0,,0,235,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,512,0,192,0,199,a,0,0.0,0,0,0.0,0.0,0.0,196,507,,224
352,Ederson Santana de Moraes,55,GKP,Man City,,,3,14,0,0.22,99,93,29,73,337,0.0,0.01,624,581,52.1,3,Ederson M.,14,46,0.31,508.4,13.1,0.91,5.5,1.31,,3150,5,28.08,,22.0,0.00,8,,0,0.0,0,0.8,121,32,0.22,96,1,73,35,19,a,11,0.01,0,0,14.3,1.0,3.5,5,224,,506
353,Phil Foden,75,MID,Man City,,3.0,1,19,0,4.73,47,21,44,262,29,0.28,0.23,29,517,210.9,13,Foden,22,0,0.25,684.8,707.4,0.79,4.1,0.0,4.0,1832,13,17.62,,18.9,5.75,15,,0,717.0,11,0.87,142,16,10.48,25,7,18,22,11,a,5,0.51,0,0,8.6,1.08,4.4,23,26,,619
354,Jack Grealish,75,MID,Man City,,4.0,4,26,0,6.74,97,18,62,260,27,0.2,0.3,32,490,191.7,11,Grealish,45,0,0.44,515.8,721.3,0.7,4.1,0.0,,2051,18,14.46,,16.1,4.50,9,,0,683.0,5,0.63,121,16,11.24,32,10,21,23,15,a,10,0.5,0,0,6.4,1.01,4.3,21,35,,616
355,Erling Haaland,140,FWD,Man City,,,5,2,0,3.11,1,1,1,81,88,0.93,0.1,1,1040,358.1,1,Haaland,1,0,0.42,1390.0,371.0,0.85,5.5,0.0,,2767,1,25.24,,19.4,28.54,40,,0,1825.0,36,0.82,272,26,31.65,1,9,1,33,1,a,13,1.03,0,0,87.5,1.07,7.8,6,4,1.0,641
356,Mateo Kovačić,50,MID,Man City,,,8,92,0,2.04,192,178,156,98,89,0.09,0.11,208,289,77.9,114,Kovačić,88,0,0.21,295.8,365.8,1.32,3.1,0.0,,1699,53,24.00,,10.6,1.79,2,,0,114.0,1,1.27,53,25,3.83,261,2,115,17,103,a,4,0.2,0,0,1.2,0.9,2.0,67,159,,369
357,Aymeric Laporte,50,DEF,Man City,,,0,96,0,0.44,256,196,250,190,221,0.04,0.04,253,210,36.6,22,Laporte,101,0,0.36,183.0,111.2,0.91,3.8,0.0,,992,88,11.77,,8.0,0.49,3,,0,73.0,0,1.07,40,10,0.93,110,0,85,11,29,a,4,0.08,0,0,0.4,1.0,3.3,67,272,,387
358,Rico Lewis,45,DEF,Man City,,,1,97,0,1.63,287,491,325,172,155,0.02,0.16,291,168,36.3,143,R.Lewis,114,0,0.2,129.4,189.3,0.8,3.5,0.0,,900,122,8.90,,6.4,0.21,0,,0,44.0,0,0.89,29,8,1.84,237,0,107,10,91,a,2,0.18,0,0,0.2,1.0,2.1,39,273,,297
359,Riyad Mahrez,75,MID,Man City,Permanent transfer to Al-Ahli,,2,29,0,5.22,90,17,339,259,20,0.25,0.25,52,470,186.5,10,Mahrez,41,0,0.28,540.0,803.1,1.08,0.0,0.0,,1913,105,18.28,2023-07-31T07:05:47.120993Z,16.8,5.40,11,0.0,0,524.0,5,0.86,126,23,10.62,37,12,36,22,18,u,6,0.5,0,0,0.2,1.04,4.2,17,38,,615
360,James McAtee,45,MID,Man City,,,0,207,0,0.00,531,462,536,35,530,0.0,0.0,522,0,0.0,231,McAtee,206,0,0.0,0.0,0.0,0.0,2.5,0.0,,0,201,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,537,0,205,0,210,a,0,0.0,0,0,0.0,0.0,0.0,208,534,,268
361,Stefan Ortega Moreno,40,GKP,Man City,,,0,21,0,0.00,292,550,192,13,388,0.0,0.0,370,90,11.7,42,Ortega Moreno,21,14,0.67,116.8,0.0,0.33,2.5,4.67,,270,27,4.12,,5.8,0.00,5,,0,0.0,0,1.37,23,1,0.00,2,0,14,3,1,a,2,0.0,0,0,0.8,1.0,7.7,23,336,,17
362,Cole Palmer,50,MID,Man City,,,1,131,0,0.49,321,265,361,154,248,0.09,0.12,174,76,31.9,170,Palmer,143,0,0.25,73.0,88.7,1.01,3.1,0.0,,358,117,7.13,,3.8,0.36,0,,0,155.0,0,1.79,19,4,0.85,336,1,109,2,148,a,1,0.21,0,0,0.2,0.5,1.4,136,282,,456
363,Máximo Perrone,45,MID,Man City,,,0,178,0,0.01,388,499,570,55,349,0.0,0.05,346,4,0.8,251,Perrone,181,0,0.0,1.0,2.6,5.0,2.5,0.0,,18,224,0.19,,0.2,0.00,0,,0,4.0,0,0.95,1,1,0.01,378,0,172,0,173,a,0,0.05,0,0,0.0,0.0,1.0,172,384,,305
364,Kalvin Phillips,50,MID,Man City,,,1,154,0,0.11,343,204,528,114,285,0.09,0.03,317,68,12.7,130,Phillips,153,0,0.31,50.0,54.4,0.93,3.1,0.0,,291,194,5.05,,2.8,0.28,0,,0,22.0,0,1.56,14,3,0.39,353,0,159,2,159,a,1,0.12,0,0,0.1,0.62,1.2,150,333,,395
365,Rodrigo Hernandez,55,MID,Man City,,,5,31,0,3.49,39,126,118,211,44,0.14,0.11,57,606,176.9,80,Rodrigo,16,0,0.34,716.0,555.9,0.8,3.6,0.0,,2911,43,25.24,,19.6,4.53,7,,0,493.0,2,0.78,108,26,8.02,143,6,40,34,59,a,11,0.25,0,0,2.4,1.05,3.0,37,42,,539
366,Sergio Gómez,40,DEF,Man City,,,0,118,0,1.05,317,611,165,40,256,0.1,0.28,304,83,18.7,190,Sergio Gómez,121,0,0.26,76.2,80.5,1.59,2.5,0.0,,340,55,5.90,,5.2,0.37,1,,0,30.0,0,1.56,21,6,1.42,278,1,113,2,103,a,1,0.38,0,0,1.1,0.53,1.8,87,317,,78
367,Zack Steffen,40,GKP,Man City,,,0,45,0,0.00,416,572,389,24,406,0.0,0.0,389,0,0.0,53,Steffen,45,0,0.0,0.0,0.0,0.0,2.5,0.0,,0,58,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,425,0,25,0,45,a,0,0.0,0,0,0.2,0.0,0.0,34,419,,39
368,John Stones,55,DEF,Man City,,,2,55,0,0.97,151,87,8,204,176,0.05,0.05,189,422,69.6,6,Stones,55,0,0.34,396.0,164.1,0.83,4.1,0.0,,1844,4,13.56,,16.9,1.03,13,,1,135.0,2,0.66,93,17,2.00,48,2,43,21,6,a,7,0.1,0,0,30.2,1.02,4.0,46,186,,500
369,Kyle Walker,50,DEF,Man City,,,3,82,0,1.32,224,161,107,183,153,0.02,0.06,293,376,47.7,15,Walker,82,0,0.32,236.8,199.4,0.92,3.8,0.0,,1953,34,20.07,,13.8,0.39,0,,0,42.0,0,0.92,69,20,1.71,185,0,108,22,71,a,7,0.08,0,0,2.9,1.01,2.6,38,238,,352
616,Joško Gvardiol,50,DEF,Man City,,,0,214,0,0.00,616,289,110,203,616,0.0,0.0,613,0,0.0,35,Gvardiol,214,0,0.0,0.0,0.0,0.0,3.8,0.0,,0,35,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,616,0,214,0,214,a,0,0.0,0,0,2.7,0.0,0.0,214,616,,480
209,Mason Mount,70,MID,Man Utd,,4.0,4,64,0,2.81,177,32,86,253,60,0.11,0.15,88,277,117.2,19,Mount,79,0,0.44,331.4,463.1,1.15,3.0,0.0,,1644,29,23.53,,11.7,1.97,8,,0,376.0,3,1.29,82,21,4.78,107,4,61,20,46,a,8,0.26,0,0,4.2,1.09,3.4,51,93,,607
370,Alex Telles,45,DEF,Man Utd,Permanent transfer to Al Nassr,,0,190,0,0.00,485,358,587,101,484,0.0,0.0,473,0,0.0,72,Alex Telles,190,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,206,0.00,2023-07-24T09:56:30.018038Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,493,0,188,0,190,u,0,0.0,0,0,0.0,0.0,0.0,190,488,,164
371,Amad Diallo,45,MID,Man Utd,Knee injury - Unknown return date,,0,223,0,0.00,560,514,463,62,557,0.0,0.0,553,0,0.0,258,Amad,223,0,0.0,0.0,0.0,0.0,0.0,0.0,,0,156,0.00,2023-08-07T17:30:06.162100Z,0.0,0.00,0,0.0,0,0.0,0,0.0,0,0,0.00,563,0,223,0,225,i,0,0.0,0,0,0.1,0.0,0.0,223,561,,320
372,Antony Matheus dos Santos,70,MID,Man Utd,,,5,53,0,2.42,179,37,138,258,70,0.33,0.12,38,262,137.1,24,Antony,80,0,0.6,322.0,421.0,1.05,3.0,0.0,,1803,48,25.37,,11.7,6.65,4,,0,633.0,4,1.27,82,21,9.07,114,2,27,23,49,a,12,0.45,0,0,1.5,1.15,3.3,57,71,,612
373,Bruno Borges Fernandes,85,MID,Man Utd,,2.0,6,2,0,10.70,8,7,10,267,2,0.25,0.29,16,748,359.3,5,B.Fernandes,3,0,0.49,1004.2,1603.7,1.06,3.4,0.0,3.0,3317,4,49.13,,20.7,9.33,23,,0,982.0,8,1.33,176,39,20.03,15,9,7,37,7,a,18,0.54,0,0,27.2,1.0,4.8,1,3,1.0,633
374,Brandon Williams,40,DEF,Man Utd,,,0,157,0,0.00,435,600,354,32,427,0.0,0.0,412,0,0.0,182,B.Williams,157,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,132,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,444,0,154,0,158,a,0,0.0,0,0,0.2,0.0,0.0,156,438,,67
375,Eric Bailly,40,DEF,Man Utd,,,0,150,0,0.00,421,579,336,20,411,0.0,0.0,394,0,0.0,170,Bailly,150,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,126,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,430,0,145,0,151,a,0,0.0,0,0,0.2,0.0,0.0,149,424,,46
376,Carlos Henrique Casimiro,55,MID,Man Utd,,,7,54,2,3.82,61,83,78,182,72,0.15,0.16,104,389,136.3,51,Casemiro,26,0,0.42,644.0,418.8,0.93,2.6,0.0,,2122,27,29.30,,15.8,3.49,10,,0,299.0,4,1.24,87,22,7.31,127,3,70,24,53,a,10,0.31,0,0,4.5,1.02,3.1,58,72,,496
377,Diogo Dalot Teixeira,50,DEF,Man Utd,,,6,15,0,1.53,108,244,123,196,69,0.1,0.06,111,502,118.8,28,Dalot,36,0,0.42,483.8,421.4,1.42,2.8,0.0,,2152,40,34.27,,20.4,2.49,19,,0,283.0,1,1.43,102,34,4.02,56,2,11,24,11,a,10,0.16,0,0,2.1,1.0,3.9,10,91,,435
379,Christian Eriksen,60,MID,Man Utd,,1.0,3,55,0,3.49,132,59,229,225,40,0.21,0.15,94,426,134.4,35,Eriksen,60,0,0.57,425.4,575.2,1.1,2.7,0.0,1.0,2046,73,26.02,,17.2,4.79,8,,0,344.0,1,1.14,103,25,8.28,78,9,64,25,34,a,13,0.36,0,0,0.5,1.1,3.7,33,73,,564
380,Álvaro Fernández Carreras,40,DEF,Man Utd,,,0,182,0,0.00,467,637,285,61,461,0.0,0.0,446,0,0.0,211,Fernandez,182,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,104,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,476,0,180,0,183,a,0,0.0,0,0,0.3,0.0,0.0,182,470,,104
381,Frederico Rodrigues de Paula Santos,50,MID,Man Utd,,,6,80,0,1.77,180,181,381,100,80,0.15,0.13,137,272,93.4,116,Fred,81,0,0.29,316.2,393.7,1.61,2.1,0.0,,1228,122,21.86,,12.4,2.03,2,,0,225.0,2,1.6,62,22,3.80,284,3,89,12,119,a,4,0.28,0,0,0.2,0.88,1.8,64,129,,372
382,Alejandro Garnacho,50,MID,Man Utd,,,3,108,0,0.95,265,292,108,172,276,0.48,0.15,109,81,50.7,188,Garnacho,116,0,0.0,157.6,61.7,2.1,2.1,0.0,,557,39,8.02,,7.8,2.97,0,,0,287.0,3,1.3,39,13,3.92,244,2,72,5,98,a,0,0.63,0,0,2.8,0.81,2.1,145,227,,483
383,Hannibal Mejbri,45,MID,Man Utd,,,0,213,0,0.00,542,485,511,45,541,0.0,0.0,535,0,0.0,241,Hannibal,212,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,180,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,547,0,213,0,216,a,0,0.0,0,0,0.1,0.0,0.0,214,544,,291
384,Tom Heaton,40,GKP,Man Utd,,,0,32,0,0.00,394,537,323,4,377,0.0,0.0,359,0,0.0,33,Heaton,32,0,0.0,0.0,0.0,0.0,1.5,0.0,,0,51,0.00,,0.0,0.00,0,,0,0.0,0,0.0,0,0,0.00,403,0,5,0,32,a,0,0.0,0,0,0.2,0.0,0.0,14,397,,4
385,Dean Henderson,45,GKP,Man Utd,,,2,15,0,0.01,113,375,214,57,491,0.0,0.0,481,367,47.5,24,Henderson,15,54,0.33,474.4,0.0,1.72,2.8,3.0,,1620,33,26.97,,18.2,0.00,12,,0,0.0,0,1.5,82,31,0.01,17,0,58,18,3,a,6,0.0,0,2,0.6,1.0,4.6,64,239,,181
386,Victor Lindelöf,45,DEF,Man Utd,,,1,98,0,0.39,205,383,357,116,283,0.02,0.03,322,327,35.6,87,Lindelof,75,0,0.4,280.4,54.7,1.06,2.5,0.0,,1359,134,19.97,,12.7,0.25,3,,0,19.0,0,1.32,57,16,0.64,150,0,122,14,51,a,6,0.05,0,0,0.2,0.93,2.9,100,274,,189
387,Harry Maguire,45,DEF,Man Utd,,,4,108,0,0.04,251,336,220,85,320,0.04,0.0,270,201,26.9,56,Maguire,98,0,0.59,193.0,20.8,0.83,2.5,0.0,,762,74,10.79,,8.7,0.34,2,,0,55.0,0,1.27,39,7,0.38,204,0,97,8,78,a,5,0.04,0,0,0.6,0.94,2.4,119,300,,142
388,Kobbie Mainoo,45,MID,Man Utd,Ankle injury - Unknown return date,,0,172,0,0.07,377,522,531,69,362,0.0,0.63,339,2,1.3,265,Mainoo,173,0,0.0,5.8,0.8,0.0,0.0,0.0,,10,196,0.25,2023-08-06T23:30:05.871870Z,0.2,0.00,0,0.0,0,6.0,0,2.25,1,0,0.07,383,0,166,0,178,i,0,0.63,0,0,0.1,0.0,1.0,178,376,,328
